Datetime, temp_LNS_1, temp_LNS_2, temp_LNS_3, temp_LNS_4, temp_sensor, hum_sensor, temp_outside, hum_outside, temp_upper, hum_upper, temp_intake, hum_intake, temp_outflow, hum_outflow, V_CO2_below, V_CO2_lower,V_CO2_upper, V_CO2_above, V_CO2_sensor, CO2_Tank, ORP_LNS_1, DO_LNS_1, pH_LNS_1, EC_LNS_1, Water_Dose_1, ORP_LNS_2, DO_LNS_2, pH_LNS_2, EC_LNS_2, Water_Dose_2, pH_Dose_1, pH_Dose_2, EC_Dose_1, EC_Dose_2, ORP_LNS_3, DO_LNS_3, pH_LNS_3, EC_LNS_3, Water_Dose_3, ORP_LNS_4, DO_LNS_4, pH_LNS_4, EC_LNS_4, Water_Dose_4, pH_Dose_3, pH_Dose_4, EC_Dose_3, EC_Dose_4, Person_1, Person_2, Person_3, Door_Open
2022-09-15 11:51:47,25.05,25.05,21.58,21.39,25.77,69.49,23.58,47.50,26.53,65.49,25.14,72.17,nan,nan,716.00,704.00,716.00,588.00,700.00,0,549.30,3.37,5.84,1235.00,0,487.10,1.62,6.06,1231.00,0,0,0,0,0,324.40,1.05,5.86,1132.00,0,568.70,0.25,6.01,1127.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:51:55,25.05,25.05,21.65,21.32,25.74,69.50,23.59,47.53,26.56,65.44,25.15,72.15,nan,nan,720.00,704.00,712.00,588.00,704.00,0,549.30,3.37,5.84,1235.00,0,487.20,1.62,6.07,1231.00,0,0,0,0,0,324.10,1.05,5.85,1132.00,0,568.50,0.25,6.00,1128.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:52:05,24.99,25.05,21.65,21.39,25.71,69.63,23.59,47.56,26.55,65.41,25.15,72.10,nan,nan,716.00,704.00,720.00,580.00,700.00,0,549.20,3.39,5.84,1235.00,0,487.10,1.62,6.07,1231.00,0,0,0,0,0,324.20,1.05,5.86,1133.00,0,568.50,0.25,6.00,1128.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:52:15,25.05,25.05,21.71,21.39,25.71,69.78,23.59,47.59,26.58,65.43,25.14,72.16,nan,nan,716.00,704.00,712.00,584.00,696.00,0,549.30,3.37,5.84,1235.00,0,487.00,1.62,6.06,1231.00,5,0,0,0,0,324.10,1.04,5.86,1133.00,0,568.60,0.25,6.01,1128.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:52:25,25.11,25.05,21.71,21.39,25.67,69.93,23.59,47.55,26.56,65.44,25.14,72.15,nan,nan,724.00,712.00,692.00,588.00,696.00,0,548.90,3.35,5.84,1235.00,0,487.20,1.61,6.07,1231.00,0,0,0,0,0,324.10,1.05,5.86,1133.00,0,568.80,0.25,6.01,1128.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:52:35,25.05,25.05,21.71,21.39,25.66,69.98,23.58,47.54,26.58,65.46,25.14,72.15,nan,nan,712.00,704.00,708.00,584.00,708.00,0,549.20,3.38,5.84,1235.00,0,487.00,1.62,6.06,1231.00,0,0,0,0,0,324.30,1.05,5.86,1133.00,0,568.60,0.25,6.01,1128.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:52:46,25.11,25.05,21.71,21.39,25.62,70.13,23.61,47.56,26.58,65.45,25.15,72.13,nan,nan,716.00,704.00,716.00,584.00,696.00,0,549.10,3.36,5.84,1235.00,0,487.00,1.62,6.07,1231.00,0,0,0,0,0,324.10,1.05,5.86,1133.00,0,568.80,0.25,6.01,1128.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:52:55,25.05,24.99,21.71,21.45,25.60,70.23,23.59,47.58,26.59,65.49,25.19,72.09,nan,nan,712.00,700.00,716.00,584.00,696.00,0,549.10,3.37,5.84,1235.00,0,487.00,1.62,6.06,1231.00,0,0,0,0,0,324.10,1.05,5.86,1133.00,0,568.50,0.25,6.00,1129.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:53:06,25.05,25.05,21.71,21.39,25.56,70.34,23.57,47.63,26.58,65.47,25.19,72.07,nan,nan,712.00,704.00,716.00,584.00,696.00,0,549.10,3.36,5.84,1235.00,0,486.80,1.62,6.07,1231.00,0,0,0,0,0,324.40,1.04,5.86,1130.00,0,568.70,0.25,6.01,1129.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:53:15,25.05,25.05,21.78,21.45,25.54,70.46,23.59,47.59,26.56,65.52,25.18,72.05,nan,nan,716.00,704.00,716.00,588.00,684.00,0,549.10,3.35,5.84,1235.00,0,487.00,1.62,6.06,1231.00,0,0,0,0,0,324.20,1.04,5.85,1130.00,0,568.90,0.25,6.01,1129.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:53:25,25.05,25.05,21.78,21.39,25.52,70.57,23.58,47.63,26.56,65.58,25.23,72.04,nan,nan,724.00,700.00,724.00,588.00,692.00,0,549.20,3.36,5.84,1235.00,0,486.80,1.61,6.07,1231.00,0,0,0,0,0,324.20,1.04,5.86,1129.00,0,568.50,0.25,6.01,1129.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:53:35,25.05,25.11,21.71,21.45,25.53,70.59,23.58,47.65,26.56,65.60,25.26,72.03,nan,nan,712.00,708.00,740.00,588.00,696.00,0,549.30,3.36,5.84,1235.00,0,486.90,1.62,6.07,1231.00,0,0,0,0,0,324.10,1.04,5.86,1129.00,0,568.70,0.26,6.01,1129.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:53:45,25.05,25.05,21.71,21.45,25.52,70.70,23.61,47.67,26.56,65.65,25.26,71.92,nan,nan,712.00,704.00,716.00,584.00,692.00,0,549.10,3.38,5.84,1235.00,0,486.90,1.61,6.07,1231.00,0,0,0,0,0,324.20,1.04,5.86,1128.00,0,568.50,0.26,6.01,1129.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:53:55,25.05,25.05,21.71,21.45,25.53,70.70,23.59,47.64,26.58,65.69,25.29,71.92,nan,nan,708.00,700.00,716.00,588.00,692.00,0,549.20,3.39,5.84,1235.00,0,486.90,1.61,6.07,1231.00,0,0,0,0,0,324.30,1.04,5.86,1128.00,0,568.90,0.26,6.01,1130.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:54:05,25.05,25.11,21.71,21.45,25.50,70.79,23.57,47.68,26.56,65.69,25.32,71.84,nan,nan,712.00,700.00,716.00,584.00,696.00,0,549.30,3.38,5.84,1235.00,0,486.80,1.62,6.06,1231.00,0,0,0,0,0,324.10,1.04,5.86,1128.00,0,568.40,0.27,6.01,1130.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:54:15,25.05,25.05,21.71,21.45,25.50,70.84,23.57,47.70,26.53,65.74,25.30,71.84,nan,nan,704.00,704.00,712.00,588.00,692.00,0,549.30,3.41,5.84,1235.00,0,487.10,1.61,6.07,1232.00,0,0,0,0,0,324.10,1.04,5.86,1127.00,0,568.40,0.26,6.01,1130.00,5,0,0,0,0,0,0,0,0
2022-09-15 11:54:25,25.05,25.05,21.71,21.51,25.50,70.97,23.58,47.70,26.55,65.79,25.33,71.89,nan,nan,708.00,704.00,720.00,584.00,696.00,0,549.20,3.36,5.84,1235.00,0,487.00,1.62,6.07,1231.00,0,0,0,0,0,324.30,1.04,5.86,1127.00,0,568.80,0.26,6.01,1130.00,0,0,0,0,0,0,0,0,0
2022-09-15 11:54:36,25.11,25.05,21.71,21.51,25.49,71.01,23.55,47.76,26.55,65.85,25.33,71.89,nan,nan,716.00,700.00,716.00,576.00,704.00,0,549.10,3.39,5.84,1235.00,0,487.00,1.62,6.07,1231.00,0,0,0,0,0,324.30,1.04,5.86,1126.00,0,568.70,0.26,6.01,1130.00,0,0,0,0,0,0,0,0,0
