Datetime, temp_LNS_1, temp_LNS_2, temp_LNS_3, temp_LNS_4, temp_sensor, hum_sensor, temp_outside, hum_outside, temp_upper, hum_upper, temp_intake, hum_intake, temp_outflow, hum_outflow, V_CO2_below, V_CO2_lower,V_CO2_upper, V_CO2_above, V_CO2_sensor, CO2_Tank, ORP_LNS_1, DO_LNS_1, pH_LNS_1, EC_LNS_1, Water_Dose_1, ORP_LNS_2, DO_LNS_2, pH_LNS_2, EC_LNS_2, Water_Dose_2, pH_Dose_1, pH_Dose_2, EC_Dose_1, EC_Dose_2, ORP_LNS_3, DO_LNS_3, pH_LNS_3, EC_LNS_3, Water_Dose_3, ORP_LNS_4, DO_LNS_4, pH_LNS_4, EC_LNS_4, Water_Dose_4, pH_Dose_3, pH_Dose_4, EC_Dose_3, EC_Dose_4, Person_1, Person_2, Person_3, Door_Open
2022-07-26 00:00:06,23.23,23.17,20.82,20.82,17.57,68.58,23.28,47.35,18.50,63.78,18.67,65.33,nan,nan,712.00,704.00,768.00,708.00,744.00,0,528.70,191.67,5.89,1183.00,0,504.40,0.24,5.78,1174.00,0,0,0,0,0,261.40,7.47,5.89,1103.00,0,529.10,0.78,5.94,1103.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:00:16,23.17,23.10,20.88,20.82,17.57,68.39,23.28,47.25,18.48,63.58,18.67,65.22,nan,nan,708.00,708.00,764.00,708.00,744.00,0,528.80,192.04,5.89,1183.00,0,504.30,0.24,5.78,1174.00,0,0,0,0,0,261.40,7.47,5.89,1103.00,0,528.80,0.78,5.94,1102.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:00:26,23.17,23.10,20.88,20.88,17.58,68.62,23.28,47.25,18.51,63.64,18.67,65.09,nan,nan,712.00,704.00,764.00,708.00,744.00,0,528.80,192.29,5.89,1183.00,0,504.30,0.24,5.78,1174.00,0,0,0,0,0,261.40,7.49,5.89,1104.00,0,529.50,0.78,5.94,1103.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:00:36,23.11,23.10,20.82,20.88,17.57,68.64,23.27,47.26,18.54,63.61,18.67,65.05,nan,nan,712.00,704.00,772.00,720.00,740.00,0,528.70,192.42,5.89,1183.00,0,504.40,0.24,5.78,1173.00,0,0,0,0,0,261.40,7.46,5.89,1104.00,0,529.60,0.78,5.94,1103.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:00:46,23.17,23.10,20.82,20.82,17.57,68.63,23.30,47.29,18.51,63.65,18.67,65.09,nan,nan,716.00,708.00,768.00,712.00,744.00,0,528.70,192.17,5.89,1183.00,0,504.40,0.24,5.78,1173.00,0,0,0,0,0,261.40,7.49,5.89,1103.00,0,529.20,0.78,5.94,1102.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:00:56,23.17,23.10,20.88,20.82,17.55,68.65,23.28,47.29,18.51,63.68,18.70,65.08,nan,nan,708.00,708.00,764.00,708.00,744.00,0,528.70,192.17,5.89,1183.00,0,504.40,0.24,5.78,1173.00,0,0,0,0,0,261.20,7.46,5.89,1103.00,0,529.70,0.78,5.94,1102.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:01:06,23.17,23.10,20.82,20.82,17.57,68.48,23.27,47.30,18.51,63.58,18.70,65.00,nan,nan,716.00,704.00,764.00,708.00,748.00,0,528.70,192.17,5.89,1182.00,0,504.30,0.24,5.78,1173.00,0,0,0,0,0,261.40,7.48,5.89,1103.00,0,529.20,0.78,5.94,1102.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:01:16,23.17,23.04,20.82,20.82,17.60,68.49,23.30,47.31,18.51,63.49,18.68,64.94,nan,nan,712.00,704.00,764.00,720.00,740.00,0,528.80,192.17,5.89,1182.00,0,504.50,0.25,5.78,1173.00,0,0,0,0,0,261.60,7.47,5.89,1103.00,0,529.70,0.78,5.94,1102.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:01:26,23.17,23.10,20.88,20.82,17.57,68.43,23.27,47.34,18.51,63.48,18.67,64.89,nan,nan,704.00,712.00,748.00,712.00,740.00,0,528.70,192.17,5.89,1182.00,0,504.60,0.24,5.78,1172.00,0,0,0,0,0,261.40,7.47,5.89,1103.00,0,529.70,0.78,5.94,1103.00,0,0,0,0,0,0,0,0,0
2022-07-26 00:01:36,23.11,23.10,20.88,20.82,17.55,68.56,23.26,46.79,18.51,63.50,18.70,64.92,nan,nan,712.00,680.00,764.00,712.00,736.00,0,528.80,191.80,5.89,1182.00,0,504.40,0.24,5.78,1172.00,0,0,0,0,0,261.40,7.46,5.89,1103.00,0,529.40,0.78,5.94,1103.00,0,0,0,0,0,0,0,0,0
